Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Conjunto Comercial/Sala;Centro Histórico;0;0;0;254;17500.0;18900.0;5806.5
Cocineta;Centro Histórico;1;0;0;30;2800.0;875.0;87.5
Departamento;Condesa;4;3;2;200;28000.0;9450.0;2100.0
Departamento;Roma;3;2;1;105;14000.0;3864.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;36;3937.5;2450.0;
Departamento;Condesa;3;1;0;200;24500.0;5950.0;1820.0
Departamento;Nueva Santa María;2;1;1;176;3080.0;3150.0;535.5
Departamento;Coyoacán;3;1;0;87;15557.5;2310.0;332.5
Tienda en Centro Comercial;Santa Fe;0;0;0;175;24500.0;5600.0;875.0
Departamento;Narvarte;2;0;0;80;6300.0;;
Tienda/Salón;Polanco;0;0;0;56;40250.0;696.5;1057.0
Conjunto Comercial/Sala;Nativitas;0;0;0;20;1575.0;;119.0
Departamento;Santa Fe;3;2;1;132;11200.0;9114.0;1624.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;80;14000.0;2765.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;23;2100.0;1298.5;339.5
Departamento;Santa Fe;1;2;0;55;5950.0;6230.0;
Departamento;Coyoacán;2;2;2;90;19250.0;6300.0;1050.0
Departamento;Santa Fe;4;2;1;140;10500.0;4907.0;
Departamento;Roma;2;1;1;75;13300.0;3062.5;689.5
Departamento;Santa Fe;4;2;2;146;17150.0;6300.0;12250.0
Casa de Condominio;Santa Fe;4;5;4;500;41300.0;5425.0;5253.5
Casa;San Ángel;3;2;3;1100;105000.0;;6650.0
Departamento;Condesa;3;1;1;110;15750.0;1750.0;
Departamento;Santa Fe;4;3;2;290;8750.0;12775.0;2698.5
Departamento;Coyoacán;3;1;1;263;26250.0;11025.0;2439.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;2450.0;1550.5;
Departamento en Hotel;Polanco;1;1;0;55;6825.0;4900.0;504.0
Galpón/Depósito/Almacén;Nativitas;0;99;0;17352;252000.0;;81053.0
Departamento;Santa Fe;3;2;1;201;14700.0;12470.5;
Departamento;Condesa;4;1;1;270;29750.0;8669.5;26264.0
Cocineta;Condesa;1;0;0;24;8750.0;1995.0;196.0
Departamento en Hotel;La Loma;1;0;1;32;10325.0;;
Departamento;Coyoacán;3;1;1;140;22750.0;5250.0;
Departamento;Condesa;1;0;0;50;5250.0;1190.0;266.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;5250.0;2702.0;1022.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;43;3500.0;10500.0;2100.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;60;7350.0;6650.0;
Departamento;Polanco;4;4;3;252;56000.0;12533.5;36575.0
Departamento;Santa Fe;4;2;3;160;17500.0;7350.0;10850.0
Departamento;Coyoacán;3;2;1;120;24500.0;7028.0;1480.5
Departamento;Lomas de Chapultepec;3;2;1;155;26250.0;5600.0;14000.0
Departamento;Santa Fe;1;1;0;28;10500.0;;
Departamento;Peralvillo;2;1;0;59;3500.0;1400.0;1225.0
Departamento;Santa Fe;3;2;1;200;19250.0;6492.5;805.0
Departamento;Roma;4;2;1;120;16450.0;6041.0;1543.5
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;30;14000.0;1347.5;
Tienda/Salón;Condesa;0;0;0;94;24500.0;;2975.0
Departamento;Santa Fe;0;0;0;30;5600.0;3458.0;675.5
Tienda en Centro Comercial;San Pedro de los Pinos;0;0;0;34;4550.0;399.0;1631.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;400;34650.0;21280.0;4501.0
Departamento;San Rafael;2;1;0;71;3500.0;1260.0;87.5
Departamento;Lomas de Chapultepec;2;1;1;100;12250.0;6755.0;1400.0
Departamento;Condesa;1;0;0;44;5180.0;1645.0;87.5
Conjunto Comercial/Sala;Centro Histórico;0;10;0;685;122500.0;22746.5;12292.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;24;2450.0;2198.0;3920.0
Departamento;Nativitas;2;0;1;78;4550.0;1575.0;
Tienda/Salón;Santa Fe;0;1;0;40;12250.0;1967.0;
Departamento;Lomas de Chapultepec;3;2;1;110;21000.0;5775.0;1050.0
Departamento;Santa Fe;2;1;1;65;24045.0;10549.0;1365.0
Departamento;Roma;3;1;1;108;17850.0;5075.0;966.0
Cocineta;Roma;0;0;1;30;2800.0;1120.0;
Departamento;Lomas de Chapultepec;2;2;2;150;15750.0;7350.0;
Departamento;Santa Fe;4;3;2;156;22750.0;10500.0;3500.0
Departamento;Roma;1;0;0;43;8400.0;3766.0;910.0
Tienda/Salón;Centro Histórico;0;1;0;26;10500.0;2674.0;
Departamento;Santa Fe;4;3;2;240;22750.0;10500.0;2110.5
Departamento;Lomas de Chapultepec;2;1;1;110;17500.0;8872.5;1347.5
Departamento;Coyoacán;2;1;1;80;12250.0;3850.0;1207.5
Conjunto Comercial/Sala;Coyoacán;0;4;0;323;101500.0;24500.0;117523.0
Casa de Condominio;Santa Fe;6;0;5;950;105000.0;4200.0;52500.0
Departamento;Nueva Santa María;2;0;0;50;3150.0;875.0;
Departamento;Lomas de Chapultepec;3;1;1;150;24500.0;8750.0;1330.0
Conjunto Comercial/Sala;Santa Fe;0;3;0;108;10500.0;7875.0;
Departamento;Condesa;2;0;0;90;9100.0;2649.5;724.5
Conjunto Comercial/Sala;Santa Fe;0;2;0;54;5250.0;3836.0;808.5
Cocineta;Condesa;1;0;0;35;4550.0;1330.0;238.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;66;3500.0;2338.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;33;4620.0;2100.0;
Casa de Vecindad;Iztacalco;2;1;0;78;3500.0;;
Departamento;Roma;2;1;1;70;9800.0;2467.5;4088.0
Departamento;San Jerónimo;2;1;1;86;9100.0;2502.5;
Casa Comercial;Roma;0;0;0;161;31500.0;;1830.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;36;2100.0;2453.5;455.0
Departamento;Narvarte;2;0;0;52;4900.0;2590.0;707.0
Galpón/Depósito/Almacén;Nativitas;0;17;0;7365;528437.0;124761.0;23198.0
Departamento;Santa Fe;2;1;1;88;8050.0;3325.0;896.0
Departamento;Tlalpan;2;0;1;95;13650.0;1050.0;332.5
Departamento;Bosques de las Lomas;4;2;1;181;20300.0;10818.5;2740.5
Departamento;Napoles;1;0;1;60;8050.0;2100.0;178.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;24;2800.0;780.5;143.5
Departamento;Villa Coapa;2;0;0;70;3150.0;;
Tienda/Salón;La Merced;0;0;0;300;94500.0;8550.5;1914.5
Departamento;Bosques de las Lomas;2;1;1;81;15225.0;2411.5;829.5
Departamento;Bosques de las Lomas;3;3;3;400;105000.0;20650.0;10150.0
Departamento;Condesa;4;1;1;236;52500.0;8050.0;
Casa Comercial;Roma;0;0;0;250;56000.0;;4231.5
Departamento;Condesa;1;0;0;50;6300.0;2100.0;105.0
Departamento;Centro Histórico;2;0;0;90;7350.0;1995.0;140.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;208;17500.0;9345.0;1855.0
Departamento;Coyoacán;4;2;2;220;55650.0;14588.0;
Departamento;Narvarte;3;2;1;84;8225.0;3325.0;3115.0
Departamento;Santa Fe;3;4;3;170;19250.0;4609.5;2065.0
Departamento en Hotel;Santa Fe;2;1;2;73;8400.0;7392.0;
Departamento en Hotel;Santa Fe;2;1;1;75;13650.0;5425.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;25;2450.0;1753.5;
Departamento;Ciudad de los Deportes;1;0;0;60;2625.0;105.0;
Departamento;Lomas de Chapultepec;1;1;0;82;6650.0;5950.0;1218.0
Departamento;Santa Fe;2;1;0;70;4025.0;2275.0;301.0
Casa Comercial;Narvarte;6;3;0;300;28700.0;;5250.0
Departamento;Condesa;2;0;1;90;11900.0;4900.0;427.0
Departamento;Lomas de Chapultepec;4;2;2;250;56000.0;15750.0;2170.0
Tienda en Centro Comercial;Coyoacán;0;0;0;30;4900.0;5460.0;976.5
Departamento;Centro Histórico;2;0;0;76;5250.0;2446.5;808.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;22;2100.0;2100.0;350.0
Departamento;Coyoacán;3;1;1;140;22750.0;6300.0;1771.0
Departamento;Lomas de Chapultepec;2;0;0;60;12250.0;1680.0;528937.5
Departamento;Santa Fe;1;1;0;69;4550.0;5145.0;
Departamento;Roma;1;1;0;63;7000.0;3080.0;350.0
Casa de Condominio;Santa Fe;6;4;4;1000;52500.0;9100.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;310;14000.0;17818.5;5075.0
Departamento;Santa Fe;2;2;1;72;5075.0;3412.5;584.5
Departamento;Napoles;3;1;0;90;12600.0;3150.0;1225.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;29;2992.5;1655.5;847.0
Casa Comercial;Roma;0;0;0;120;14700.0;;2663.5
Departamento;Lomas de Chapultepec;3;1;2;200;80500.0;12600.0;5250.0
Tienda/Salón;San Miguel Chapultepec;0;0;0;60;10150.0;;
Departamento;Coyoacán;2;1;1;75;16800.0;3027.5;413.0
Edificio Completo;Centro Histórico;0;0;0;1800;385000.0;;315000.0
Departamento;Condesa;3;1;0;200;33250.0;5600.0;1750.0
Departamento;Narvarte;1;0;0;40;3850.0;1750.0;70.0
Departamento;Narvarte;2;1;0;90;4550.0;2691.5;
Departamento;Santa Fe;4;3;2;225;24500.0;11200.0;28000.0
Departamento;San Miguel Chapultepec;2;1;1;50;3150.0;3045.0;164.5
Tienda/Salón;Santa Fe;0;0;0;100;5250.0;7700.0;6125.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;547;122500.0;46511.5;9961.0
Departamento;Santa Fe;4;3;4;206;35000.0;9975.0;12544.0
Departamento;Santa Fe;4;3;3;160;23450.0;8050.0;1519.0
Conjunto Comercial/Sala;Centro Histórico;0;5;0;604;348082.0;42234.5;
Departamento en Hotel;Coyoacán;2;2;2;95;12600.0;8050.0;875.0
Departamento;Condesa;3;0;1;130;14000.0;4900.0;665.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;52;5250.0;3850.0;
Edificio Completo;Roma Norte;0;6;0;366;34650.0;;1120.0
Departamento;Coyoacán;3;1;1;180;26250.0;10255.0;
Departamento;Santa Fe;2;1;1;90;8400.0;4042.5;
Departamento;Coyoacán;3;1;1;250;70000.0;3500.0;3132.5
Departamento en Hotel;Lomas de Chapultepec;1;1;1;60;19250.0;6650.0;700.0
Conjunto Comercial/Sala;Santa Fe;0;6;0;320;52500.0;23558.5;10171.0
Departamento;Nativitas;2;0;0;50;2625.0;745.5;
Cocineta;Roma;0;0;0;23;3150.0;1365.0;105.0
Departamento;La Loma;0;0;0;30;3150.0;980.0;77.0
Departamento;Condesa;3;0;0;130;9800.0;4375.0;1102.5
Conjunto Comercial/Sala;Centro Histórico;0;8;0;1068;299225.5;63584.5;
Casa;Polanco;4;3;0;531;63000.0;;2457.0
Casa de Condominio;Santa Fe;6;4;4;622;35000.0;;
Galpón/Depósito/Almacén;Del Valle;0;0;0;71;8750.0;;210.0
Departamento;Condesa;1;1;0;45;8050.0;3850.0;
Departamento;Condesa;3;0;0;100;11200.0;3010.0;
Departamento;Lomas de Chapultepec;2;0;1;70;19250.0;2905.0;493.5
Departamento;Santa Fe;2;1;1;100;6300.0;1848.0;668.5
Departamento;Del Valle;3;0;0;83;8050.0;3101.0;458.5
Conjunto Comercial/Sala;Nativitas;0;1;0;20;1575.0;1050.0;175.0
Casa;La Condesa;4;3;2;851;77000.0;;3430.0
Departamento;Santa Fe;3;4;2;270;28000.0;5075.0;1925.0
Departamento;Santa Fe;2;1;1;90;9800.0;4581.5;
Departamento;Villa de Guadalupe;3;1;1;82;5600.0;2135.0;2975.0
Departamento;San Felipe de Jesús;2;0;0;65;4200.0;;59.5
Departamento;Santa Fe;3;2;1;117;15750.0;3465.0;2184.0
Departamento;Santa Fe;2;2;2;69;7000.0;4462.5;4210.5
Departamento;Del Valle;2;1;0;75;6650.0;2870.0;392.0
Tienda/Salón;Santa Fe;0;1;0;472;203000.0;27335.0;27247.5
Tienda/Salón;Narvarte;0;0;0;240;10500.0;3.5;1750.0
Departamento;Coyoacán;4;5;4;390;105000.0;23124.5;
Conjunto Comercial/Sala;Santa Fe;0;1;0;31;4375.0;2275.0;1085.0
Departamento;Lomas de Chapultepec;4;2;1;184;35000.0;7350.0;2450.0
Departamento;Lomas de Chapultepec;3;1;0;90;16415.0;3241.0;889.0
Tienda/Salón;Narvarte;0;0;0;91;9800.0;;2275.0
Departamento;Condesa;1;0;0;45;7000.0;2135.0;
Departamento;Juárez;2;0;0;69;6650.0;2023.0;483.0
Departamento;Bosques de las Lomas;2;1;1;80;10500.0;9100.0;
Departamento;Polanco;3;1;2;170;21000.0;3010.0;1400.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;70;7000.0;7017.5;1788.5
Departamento;Lomas de Chapultepec;3;0;1;155;26250.0;5425.0;1855.0
Departamento;Del Valle;3;0;1;100;10850.0;3220.0;
Departamento;Coyoacán;5;3;4;800;315000.0;32158.0;210805.0
Departamento;Napoles;1;0;0;35;6650.0;1750.0;1225.0
Departamento;Narvarte;1;1;0;48;4200.0;2275.0;73.5
Departamento;Coyoacán;3;1;1;158;24500.0;5950.0;1694.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;135;14000.0;4725.0;2467.5
Cocineta;Condesa;1;0;0;20;4025.0;1575.0;248.5
Conjunto Comercial/Sala;Centro Histórico;0;10;0;809;175000.0;21000.0;
Conjunto Comercial/Sala;La Loma;0;0;0;50;2450.0;1491.0;308.0
Departamento;Roma;2;1;1;67;8400.0;3255.0;525.0
Departamento;Coyoacán;3;1;1;130;35000.0;6300.0;1617.0
Departamento;Coyoacán;2;1;1;200;80500.0;8750.0;2800.0
Departamento;Lomas de Chapultepec;1;1;0;59;8575.0;5974.5;1095.5
Tienda/Salón;Santa Fe;0;1;0;63;6300.0;4620.0;1414.0
Departamento;San Jerónimo;2;1;0;87;7700.0;2520.0;595.0
Departamento;Condesa;3;0;1;190;24500.0;;
Departamento;Santa Fe;2;1;1;78;9450.0;3115.0;8400.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;38;4900.0;2506.0;427.0
Departamento;Coyoacán;2;1;1;100;21000.0;15750.0;1550.5
Departamento;Juárez;2;1;0;84;12250.0;4816.0;749.0
Casa de Condominio;Santa Fe;5;8;5;900;70000.0;7700.0;4119.5
Departamento;Condesa;4;2;3;389;43400.0;16901.5;4035.5
Conjunto Comercial/Sala;Centro Histórico;0;9;0;1071;300058.5;63763.0;
Departamento;Roma;2;1;1;84;8750.0;4900.0;700.0
Casa de Condominio;Santa Fe;4;5;4;900;70000.0;5250.0;
Departamento;Santa Fe;2;1;0;58;4375.0;2366.0;
Edificio Completo;Centro Histórico;0;70;0;11002;2695490.0;568750.0;
Tienda/Salón;Nueva Santa María;0;4;0;100;6300.0;315.0;
Tienda/Salón;Santa Fe;0;1;0;55;4550.0;7931.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;45;5250.0;3850.0;612.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;26;6300.0;3850.0;4270.0
Departamento;Lomas de Chapultepec;4;2;1;123;24500.0;6300.0;2292.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;70;11550.0;2625.0;1876.0
Departamento en Hotel;Coyoacán;2;2;1;80;22750.0;9537.5;1162.0
Cocineta;Centro Histórico;1;0;0;25;2800.0;1225.0;35.0
Departamento;Coyoacán;1;1;0;38;8050.0;2205.0;357.0
Casa de Vecindad;La Florida;3;1;1;240;7000.0;140.0;350.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;220;14000.0;20118.0;3069.5
Departamento;Santa Fe;3;2;1;140;8400.0;5600.0;15750.0
Departamento;Coyoacán;4;2;2;250;31500.0;12950.0;3965.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;2800.0;2625.0;196.0
Departamento;Santa Fe;4;3;1;260;33250.0;9800.0;
Tienda/Salón;Narvarte;0;0;0;100;17500.0;;1620.5
Departamento;Condesa;4;0;0;135;14700.0;3080.0;
Departamento;Coyoacán;3;0;1;50;33250.0;12600.0;
Tienda/Salón;Polanco;0;0;0;38;22137.5;472.5;717.5
Cocineta;La Loma;1;0;0;26;2975.0;1281.0;87.5
Casa de Vecindad;Zacatenco;1;1;0;50;3150.0;;
Departamento;Villa de Cortés;2;1;1;56;5250.0;1533.0;
Departamento;Narvarte;3;1;0;115;8400.0;1834.0;385.0
Departamento;San Miguel Chapultepec;1;0;0;45;3500.0;1225.0;70.0
Galpón/Depósito/Almacén;Nativitas;0;0;0;1400;52500.0;;7000.0
Departamento;Santa Fe;3;2;1;170;16450.0;5250.0;1750.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;220;28000.0;16768.5;
Tienda/Salón;Centro Histórico;0;0;0;78;3500.0;6534.5;584.5
Departamento;Coyoacán;2;1;0;63;14000.0;2530.5;602.0
Departamento;Polanco;2;1;1;75;13650.0;5250.0;
Departamento;Loma Bonita;1;0;0;33;1750.0;;
Edificio Completo;San Pedro de los Pinos;0;13;0;1700;175000.0;;
Conjunto Comercial/Sala;Polanco;0;0;0;26;4200.0;2800.0;
Estudio;Condesa;1;0;0;28;5250.0;1743.0;420.0
Departamento;Condesa;3;1;0;90;15750.0;4550.0;1382.5
Departamento;Roma;3;1;0;105;8750.0;3794.0;724.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;75;4200.0;1995.0;857.5
Departamento;Santa Fe;2;1;1;78;10500.0;10227.0;1225.0
Departamento;Nativitas;2;1;0;44;2625.0;385.0;
Departamento;Coyoacán;3;1;1;160;21000.0;5950.0;2068.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;600;147000.0;8750.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;2275.0;2240.0;420.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;34;3500.0;843.5;273.0
Departamento;Condesa;1;0;0;150;10500.0;6125.0;752.5
Departamento;Condesa;4;3;2;430;52500.0;9922.5;5820.5
Departamento;Condesa;3;1;1;120;11900.0;6650.0;700.0
Departamento;Coyoacán;3;1;1;140;22750.0;6125.0;35.0
Departamento;Roma;2;1;1;80;15050.0;4826.5;654.5
Conjunto Comercial/Sala;Santa Fe;0;0;0;49;4200.0;3640.0;
Departamento en Hotel;Santa Fe;1;1;1;70;5932.5;3430.0;
Departamento;Narvarte;2;0;0;70;6300.0;3286.5;220.5
Departamento;Coyoacán;2;2;1;90;36050.0;15050.0;1225.0
Departamento;San Pedro de los Pinos;3;1;1;97;11550.0;5250.0;595.0
Edificio Completo;Narvarte;0;0;0;750;112000.0;;14000.0
Departamento;Santa Fe;2;2;1;110;15750.0;6860.0;2061.5
Conjunto Comercial/Sala;Santa Fe;0;3;0;93;15925.0;8459.5;10048.5
Departamento;Condesa;2;0;0;71;7700.0;2030.0;
Departamento;Santa Fe;3;1;1;85;8400.0;3430.0;896.0
Departamento;Roma;1;1;0;65;7700.0;3080.0;437.5
Edificio Completo;Del Valle;0;0;0;500;66500.0;;4641.0
Departamento;Coyoacán;4;2;1;236;23800.0;9450.0;2450.0
Cochera/Estacionamiento;Centro Histórico;0;1;0;16;1750.0;;290.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;42;5600.0;3629.5;1365.0
Departamento;Santa Fe;4;2;1;20;16800.0;5250.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;588;102900.0;37044.0;2058.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;31;4200.0;2380.0;
Tienda/Salón;Santa Fe;0;3;0;390;21000.0;27300.0;
Departamento;Santa Fe;2;2;1;84;11900.0;2296.0;1074.5
Departamento;Roma;2;0;1;85;10500.0;2450.0;507.5
Departamento;Roma;1;1;1;58;10150.0;4462.5;441.0
Conjunto Comercial/Sala;Santa Fe;0;4;0;125;16800.0;8813.0;1652.0
Departamento;Las Águilas;3;1;1;65;4725.0;1960.0;2450.0
Departamento;Coyoacán;2;0;0;100;9450.0;5530.0;630.0
Conjunto Comercial/Sala;Condesa;0;3;0;300;112000.0;31500.0;9450.0
Departamento;San Rafael;3;1;2;66;2800.0;2170.0;87.5
Edificio Completo;Centro Histórico;0;6;0;2031;426510.0;140745.5;37317.0
Conjunto Comercial/Sala;Narvarte;0;1;0;27;2275.0;2145.5;490.0
Departamento;Santa Fe;2;2;0;105;21000.0;8575.0;945.0
Departamento;Condesa;1;0;0;44;6650.0;1610.0;87.5
Departamento;Condesa;1;0;0;32;4200.0;1505.0;101.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;450;126000.0;42000.0;
Departamento;Santa Fe;2;1;1;75;10500.0;4200.0;700.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;400;70000.0;18917.5;39564.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;52;7000.0;3059.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;100;21000.0;7000.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;145;12250.0;8414.0;
Departamento;Coyoacán;3;1;1;107;21000.0;4410.0;1148.0
Edificio Completo;Centro Histórico;0;0;0;1904;350000.0;;136335.5
Departamento;Lomas de Chapultepec;2;1;1;73;19250.0;6545.0;1400.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;150;105000.0;13300.0;1540.0
Casa de Condominio;Santa Fe;3;3;1;325;22750.0;4102.0;2012.5
Departamento;Lomas de Chapultepec;1;0;1;50;10465.0;6037.5;906.5
Departamento;Nueva Santa María;2;1;0;92;3150.0;2310.0;325.5
Departamento;Condesa;3;1;2;220;42000.0;;
Departamento;Coyoacán;3;1;1;162;24500.0;5670.0;1575.0
Departamento;Condesa;1;0;0;31;3850.0;1389.5;234.5
Departamento;Condesa;4;0;0;300;91000.0;5530.0;
Departamento;Santa Fe;4;3;2;225;26600.0;9278.5;2520.0
Tienda/Salón;Santa Fe;0;1;0;100;15750.0;4900.0;7073.5
Departamento;Polanco;3;2;1;145;15750.0;5512.5;
Departamento;Santa Fe;3;2;2;210;14700.0;9800.0;
Departamento;Roma;3;2;1;104;12775.0;6545.0;889.0
Departamento;La Virgen;2;1;0;68;3500.0;;
Conjunto Comercial/Sala;Santa Fe;0;32;0;1800;857500.0;87500.0;9450.0
Departamento;Santa Fe;4;3;4;340;42000.0;11900.0;2450.0
Tienda/Salón;Coyoacán;0;0;0;78;63000.0;19250.0;2957.5
Departamento;Las Águilas;3;2;1;161;5250.0;3150.0;9450.0
Departamento;Santa Fe;4;3;4;392;87500.0;23450.0;87500.0
Departamento;Narvarte;3;0;1;85;5250.0;2670.5;479.5
Departamento;Santa Fe;4;3;4;200;28000.0;15050.0;
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;300;210000.0;21000.0;11259.5
Tienda/Salón;Santa Fe;0;4;0;150;17500.0;19638.5;11949.0
Departamento;Juárez;1;0;0;35;9450.0;;
Conjunto Comercial/Sala;Centro Histórico;1;0;0;36;2975.0;2100.0;
Departamento;Lomas de Chapultepec;4;3;2;250;35000.0;11550.0;2800.0
Conjunto Comercial/Sala;Coyoacán;0;1;0;33;10500.0;3013.5;903.0
Cocineta;Condesa;1;0;0;42;17500.0;1750.0;4550.0
Departamento;Condesa;3;0;0;100;10500.0;2275.0;
Conjunto Comercial/Sala;Del Valle;0;3;0;471;140122.5;32970.0;
Departamento;Condesa;1;0;0;35;5600.0;1750.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;550;61250.0;19600.0;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;60;8750.0;2800.0;455.0
Cocineta;Condesa;1;0;0;39;4550.0;2275.0;266.0
Casa de Condominio;Santa Fe;5;6;4;600;38500.0;5880.0;5950.0
Conjunto Comercial/Sala;Santa Fe;0;3;0;110;27300.0;6825.0;
Departamento;Roma;3;2;1;105;17500.0;6300.0;8995.0
Departamento;Coyoacán;3;1;1;145;28000.0;5425.0;1533.0
Conjunto Comercial/Sala;San Miguel Chapultepec;0;1;0;30;3500.0;3325.0;668.5
Departamento;Santa Fe;3;2;1;200;19250.0;5950.0;805.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;160;38500.0;18816.0;2296.0
Cocineta;La Condesa;1;0;0;29;3150.0;1172.5;84.0
Departamento;Condesa;2;0;0;70;12250.0;1750.0;322.0
Departamento;Juárez;3;1;1;94;10500.0;4294.5;
Tienda/Salón;Condesa;0;0;0;476;105000.0;;
Departamento;Lomas de Chapultepec;1;1;0;54;13965.0;5565.0;385.0
Departamento;Narvarte;2;1;0;99;6300.0;2310.0;493.5
Departamento;Santa Fe;4;4;3;500;98000.0;28000.0;9205.0
Departamento;Santa Fe;1;1;0;70;8750.0;3500.0;700.0
Departamento;Condesa;2;1;1;85;9100.0;2866.5;476.0
Departamento;Condesa;3;0;0;96;9100.0;1568.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;80;10150.0;9800.0;2100.0
Departamento;Centro Histórico;1;1;0;38;4200.0;1333.5;49.0
Departamento;Narvarte;1;1;0;54;5600.0;2415.0;
Departamento;Narvarte;2;0;0;70;5950.0;2415.0;280.0
Departamento;Narvarte;2;0;0;75;6300.0;2009.0;84.0
Departamento;Condesa;4;1;0;295;17496.5;7350.0;1855.0
Casa de Condominio;Santa Fe;4;3;4;270;38500.0;2450.0;1925.0
Casa de Condominio;Santa Fe;5;4;2;600;42000.0;2800.0;
Tienda en Centro Comercial;Condesa;0;0;0;80;7000.0;3423.0;1102.5
Departamento;Santa Fe;1;1;1;60;5600.0;3832.5;374.5
Conjunto Comercial/Sala;Santa Fe;0;0;0;26;2975.0;2240.0;
Departamento;Bosques de las Lomas;4;1;1;178;17850.0;6650.0;1925.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;125;28000.0;10325.0;
Departamento;Condesa;3;1;1;126;11200.0;5005.0;654.5
Departamento;Narvarte;3;1;0;100;7000.0;2800.0;
Departamento;Villa de Guadalupe;2;1;0;44;3850.0;1382.5;567.0
Departamento;Bosques de las Lomas;4;2;1;256;52500.0;8050.0;2800.0
Cocineta;Condesa;1;0;1;44;5250.0;1316.0;87.5
Departamento;Coyoacán;2;1;1;90;18550.0;4725.0;1225.0
Departamento;Nueva Santa María;1;0;0;46;3850.0;1750.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;1400;175000.0;77000.0;23653.0
Casa de Condominio;Santa Fe;4;4;4;400;56000.0;4550.0;2065.0
Departamento;Santa Fe;2;2;1;84;8050.0;4578.0;749.0
Departamento;Peralvillo;3;1;1;90;4025.0;2929.5;406.0
Departamento;Narvarte;3;1;1;100;10500.0;3080.0;458.5
Departamento;El Contadero;3;2;1;120;7875.0;1578.5;889.0
Tienda en Centro Comercial;Santa Fe;0;1;0;102;8750.0;8214.5;2117.5
Departamento;Santa Fe;3;1;1;85;6300.0;4200.0;
Departamento;Del Valle;3;1;1;93;10500.0;3850.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;37;3150.0;2096.5;742.0
Departamento;Coyoacán;4;3;1;230;45150.0;13300.0;
Departamento;Roma;3;2;1;120;19250.0;4970.0;
Tienda/Salón;Santa Fe;0;5;0;236;66080.0;12390.0;
Departamento;Roma;2;1;0;52;2450.0;2016.0;
Departamento;Del Valle;1;0;0;24;3150.0;1452.5;101.5
Departamento;Lomas de Chapultepec;2;0;0;78;10850.0;3115.0;707.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;34;4550.0;3850.0;1151.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;33;1400.0;2992.5;304.5
Departamento;Condesa;3;0;0;154;15750.0;6300.0;
